Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2024/25

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Bergviksskolan åk 4-9;32721673;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;41;9,8;46,3;43,9;39;5,1;71,8;23,1;43;11,6;76,7;11,6;.;.;.;.;
Norrtullskolan åk 7-9;35139330;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;71;5,6;54,9;39,4;99;1,0;70,7;28,3;94;17,0;70,2;12,8;29;17,2;75,9;6,9;
Stenbergaskolan åk 4-9;46399291;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;35;8,6;42,9;48,6;47;.;53,2;46,8;46;13,0;69,6;17,4;.;.;.;.;
Vågbroskolan åk 4-9;42162288;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;42;.;78,6;21,4;42;.;71,4;28,6;42;7,1;83,3;9,5;.;.;.;.;
Ramunderskolan;99361107;Söderköping;0582;Kommunal;Söderköpings kommun;2120000464;128;7,8;64,8;27,3;130;.;47,7;52,3;130;23,8;68,5;7,7;.;.;.;.;
Blombackaskolan;34148887;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;35;2,9;60,0;37,1;52;.;88,5;11,5;52;1,9;67,3;30,8;16;6,3;62,5;31,3;
Brunnsängskolan;60570294;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;61;.;44,3;55,7;69;4,3;59,4;36,2;68;2,9;85,3;11,8;.;.;.;.;
Eneskolan;97655739;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;66;31,8;42,4;25,8;70;15,7;47,1;37,1;81;39,5;48,1;12,3;.;.;.;.;
Hovsjöskolan;82137009;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;.;.;.;.;53;1,9;92,5;5,7;53;.;84,9;15,1;49;6,1;67,3;26,5;
Hölöskolan;79466321;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;41;.;39,0;61,0;45;2,2;44,4;53,3;45;6,7;88,9;4,4;.;.;.;.;
Igelsta grundskola;75505688;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;38;5,3;57,9;36,8;52;.;61,5;38,5;49;14,3;67,3;18,4;.;.;.;.;
Innovitaskolan Södertälje;74489639;Södertälje;0181;Enskild;Kringlaskolan AB;5567734065;.;.;.;.;53;.;52,8;47,2;53;5,7;86,8;7,5;19;.;84,2;15,8;
Internationella Engelska Skolan Södertälje;29497099;Södertälje;0181;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;67;13,4;67,2;19,4;83;2,4;71,1;26,5;89;.;79,8;20,2;15;6,7;86,7;6,7;
Järna friskola;41584790;Södertälje;0181;Enskild;Montessori Förskolor och Skolor i Sverige AB;5591658975;25;.;92,0;8,0;27;.;63,0;37,0;27;3,7;88,9;7,4;.;.;.;.;
Lina grundskola;62288230;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;.;.;.;.;34;.;85,3;14,7;33;6,1;60,6;33,3;19;.;68,4;31,6;
Mariaskolan;31528772;Södertälje;0181;Enskild;Föreningen Maria Magdalena;8156008255;17;.;47,1;52,9;17;.;58,8;41,2;17;.;76,5;23,5;.;.;.;.;
Mariekällskolan;43403496;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;68;4,4;61,8;33,8;83;3,6;65,1;31,3;83;.;86,7;13,3;.;.;.;.;
Nyckelskolan;16068461;Södertälje;0181;Enskild;Nyckelknippan Förskole Aktiebolag;5564787397;26;.;73,1;26,9;26;.;88,5;11,5;26;61,5;38,5;.;.;.;.;.;
Pershagenskolan;38653015;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;37;.;62,2;37,8;42;.;97,6;2,4;43;2,3;88,4;9,3;.;.;.;.;
Ronnaskolan;51210001;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;22;.;72,7;27,3;52;.;86,5;13,5;54;1,9;96,3;1,9;28;10,7;75,0;14,3;
Rosenborgskolan;11914814;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;114;3,5;71,1;25,4;136;.;67,6;32,4;137;2,2;90,5;7,3;26;.;69,2;30,8;
Soldalaskolan;40175889;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;34;2,9;94,1;2,9;46;2,2;34,8;63,0;50;.;64,0;36,0;.;.;.;.;
Södertälje friskola;38394561;Södertälje;0181;Enskild;Södertälje Friskola Aktiebolag;5565570149;41;2,4;82,9;14,6;45;2,2;97,8;.;44;6,8;86,4;6,8;.;.;.;.;
Vittra Östertälje;12757193;Södertälje;0181;Enskild;Vittraskolorna AB;5564586716;39;5,1;64,1;30,8;47;4,3;68,1;27,7;49;.;98,0;2,0;.;.;.;.;
Wasaskolan;56568612;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;39;5,1;64,1;30,8;52;3,8;65,4;30,8;52;3,8;82,7;13,5;.;.;.;.;
Örjanskolan grund;10661388;Södertälje;0181;Enskild;Föreningen Örjanskolan;8156005103;23;.;73,9;26,1;22;.;27,3;72,7;25;.;88,0;12,0;.;.;.;.;
Bokelundsskolan;94309839;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;118;7,6;55,1;37,3;126;2,4;61,1;36,5;134;12,7;72,4;14,9;.;.;.;.;
Mjällby skola;88104795;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;62;4,8;56,5;38,7;61;1,6;54,1;44,3;61;13,1;75,4;11,5;.;.;.;.;
Hamburgsundskolan F-9;81072495;Tanum;1435;Kommunal;Tanums kommun;2120001348;44;4,5;56,8;38,6;44;.;75,0;25,0;40;.;92,5;7,5;.;.;.;.;
Tanumskolan 7-9;74079446;Tanum;1435;Kommunal;Tanums kommun;2120001348;81;22,2;65,4;12,3;90;1,1;84,4;14,4;91;9,9;78,0;12,1;.;.;.;.;
Fågelvikskolan;97306690;Tibro;1472;Kommunal;Tibro kommun;2120001660;88;.;51,1;48,9;97;4,1;56,7;39,2;103;6,8;84,5;8,7;.;.;.;.;
Hellids grundskola 7-9;12872502;Tidaholm;1498;Kommunal;Tidaholms kommun;2120001736;123;1,6;74,0;24,4;124;1,6;79,8;18,5;126;11,1;78,6;10,3;.;.;.;.;
Aspenskolan;15416514;Tierp;0360;Kommunal;Tierps kommun;2120000266;54;.;61,1;38,9;67;.;59,7;40,3;66;1,5;89,4;9,1;.;.;.;.;
Centralskolan;17240817;Tierp;0360;Kommunal;Tierps kommun;2120000266;44;4,5;65,9;29,5;49;.;53,1;46,9;48;10,4;72,9;16,7;.;.;.;.;
Ol Andersskolan;65153737;Tierp;0360;Kommunal;Tierps kommun;2120000266;34;2,9;67,6;29,4;35;.;65,7;34,3;36;.;86,1;13,9;.;.;.;.;
Örbyhus skola 7-9;69241995;Tierp;0360;Kommunal;Tierps kommun;2120000266;56;.;44,6;55,4;51;.;70,6;29,4;55;23,6;65,5;10,9;.;.;.;.;
Ala skola;59092675;Timrå;2262;Kommunal;Timrå kommun;2120002395;32;.;37,5;62,5;33;6,1;81,8;12,1;31;12,9;67,7;19,4;.;.;.;.;
Arenaskolan grundskola;81784662;Timrå;2262;Kommunal;Timrå kommun;2120002395;108;3,7;64,8;31,5;115;1,7;67,0;31,3;120;11,7;80,0;8,3;.;.;.;.;
Dackeskolan 7-9;56361478;Tingsryd;0763;Kommunal;Tingsryds kommun;2120000621;83;2,4;81,9;15,7;95;1,1;76,8;22,1;100;4,0;77,0;19,0;.;.;.;.;
Bleketskolan;16656370;Tjörn;1419;Kommunal;Tjörns kommun;2120001306;64;.;53,1;46,9;68;8,8;61,8;29,4;68;.;89,7;10,3;.;.;.;.;
Häggvallskolan Öst;62803447;Tjörn;1419;Kommunal;Tjörns kommun;2120001306;80;12,5;55,0;32,5;88;.;70,5;29,5;88;12,5;79,5;8,0;.;.;.;.;
Kastanjeskolan;90360196;Tomelilla;1270;Kommunal;Tomelilla kommun;2120000886;94;.;60,6;39,4;97;.;39,2;60,8;99;7,1;61,6;31,3;.;.;.;.;
Frykenskolan;21568934;Torsby;1737;Kommunal;Torsby kommun;2120001777;67;19,4;65,7;14,9;71;1,4;76,1;22,5;78;28,2;64,1;7,7;.;.;.;.;
Torskolan H;99636909;Torsås;0834;Kommunal;Torsås kommun;2120000696;52;11,5;53,8;34,6;58;.;81,0;19,0;56;17,9;78,6;3,6;.;.;.;.;
Tranängskolan 7-9;33759766;Tranemo;1452;Kommunal;Tranemo kommun;2120001462;128;7,0;63,3;29,7;129;.;84,5;15,5;128;19,5;75,8;4,7;.;.;.;.;
Junkaremålsskolan 7-9;18476537;Tranås;0687;Kommunal;Tranås kommun;2120000597;101;4,0;69,3;26,7;108;.;72,2;27,8;107;11,2;74,8;14,0;.;.;.;.;
Ängarydsskolan;10155751;Tranås;0687;Kommunal;Tranås kommun;2120000597;86;7,0;66,3;26,7;94;.;75,5;24,5;101;4,0;90,1;5,9;.;.;.;.;
Internationella Engelska Skolan Trelleborg;44524062;Trelleborg;1287;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;15;6,7;60,0;33,3;28;.;53,6;46,4;28;14,3;85,7;.;.;.;.;.;
Kunskapsskolan Trelleborg;65892623;Trelleborg;1287;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;72;1,4;69,4;29,2;73;1,4;87,7;11,0;75;20,0;72,0;8,0;.;.;.;.;
Liljeskolan;72668294;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;91;6,6;53,8;39,6;120;5,0;70,0;25,0;122;13,9;73,0;13,1;31;.;38,7;61,3;
Pilevallskolan;24947938;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;17;.;41,2;58,8;36;.;61,1;38,9;38;21,1;76,3;2,6;20;5,0;35,0;60,0;
Sjöviksskolan;32492959;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;52;1,9;53,8;44,2;60;.;65,0;35,0;59;6,8;76,3;16,9;.;.;.;.;
Skegrie skola;17417951;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;26;15,4;26,9;57,7;28;.;71,4;28,6;28;14,3;75,0;10,7;.;.;.;.;
Västervångskolan;38375490;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;74;1,4;77,0;21,6;77;1,3;63,6;35,1;78;14,1;79,5;6,4;.;.;.;.;
Väståkraskolan;16081769;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;51;11,8;68,6;19,6;56;3,6;80,4;16,1;57;1,8;86,0;12,3;.;.;.;.;
Fridaskolan, Trollhättan;56884611;Trollhättan;1488;Enskild;Fridaskolorna AB;5564515988;73;.;83,6;16,4;72;4,2;70,8;25,0;74;.;98,6;1,4;.;.;.;.;
Lyrfågelskolan 7-9;81052393;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;102;3,9;58,8;37,3;111;1,8;68,5;29,7;110;7,3;85,5;7,3;16;6,3;56,3;37,5;
Nordic International School Trollhättan;45769922;Trollhättan;1488;Enskild;Nordic International School AB;5566102033;26;3,8;65,4;30,8;46;8,7;80,4;10,9;45;4,4;80,0;15,6;.;.;.;.;
Nya Skolan, Trollhättan, Pettersberg;11588924;Trollhättan;1488;Enskild;Nya Skolan Sverige AB;5566127600;.;.;.;.;20;.;90,0;10,0;20;5,0;70,0;25,0;.;.;.;.;
Paradisskolan 4-9;38786603;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;57;14,0;57,9;28,1;61;1,6;78,7;19,7;61;11,5;82,0;6,6;.;.;.;.;
Sjuntorpskolan 4-9;39396701;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;45;11,1;51,1;37,8;45;2,2;68,9;28,9;47;8,5;76,6;14,9;.;.;.;.;
Skogshöjdens skola 6-9;17106266;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;34;.;73,5;26,5;41;.;78,0;22,0;42;4,8;85,7;9,5;.;.;.;.;
Slättbergsskolan 7-9;84590859;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;29;.;72,4;27,6;47;.;42,6;57,4;47;4,3;91,5;4,3;16;6,3;43,8;50,0;
Stavreskolan 6-9;49525819;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;34;17,6;52,9;29,4;46;4,3;76,1;19,6;47;2,1;91,5;6,4;.;.;.;.;
Strömslundsskolan 7-9;96091081;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;59;5,1;67,8;27,1;60;3,3;81,7;15,0;57;3,5;82,5;14,0;.;.;.;.;
Sylteskolan 7-9;66414430;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;34;8,8;67,6;23,5;64;.;65,6;34,4;68;1,5;85,3;13,2;32;.;75,0;25,0;
Hedebyskolan;45500152;Trosa;0488;Kommunal;Trosa kommun;2120002957;47;12,8;66,0;21,3;49;4,1;65,3;30,6;51;47,1;45,1;7,8;.;.;.;.;
Tomtaklintskolan;51044218;Trosa;0488;Kommunal;Trosa kommun;2120002957;95;3,2;65,3;31,6;101;4,0;56,4;39,6;99;.;60,6;39,4;.;.;.;.;
Dalskolan;56130729;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;79;1,3;72,2;26,6;76;.;44,7;55,3;76;34,2;59,2;6,6;.;.;.;.;
Fornuddens skola;71078874;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;98;2,0;48,0;50,0;98;2,0;35,7;62,2;98;1,0;66,3;32,7;.;.;.;.;
Internationella Engelska Skolan Tyresö;60904587;Tyresö;0138;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;124;2,4;78,2;19,4;144;7,6;79,9;12,5;147;10,9;85,7;3,4;18;.;72,2;27,8;
Kumla skola;37147254;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;103;.;56,3;43,7;107;.;57,0;43,0;101;30,7;59,4;9,9;.;.;.;.;
Nyboda skola;31281674;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;68;1,5;67,6;30,9;78;2,6;67,9;29,5;89;4,5;64,0;31,5;23;4,3;56,5;39,1;
Strandskolan;87665835;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;63;.;88,9;11,1;67;1,5;91,0;7,5;64;1,6;89,1;9,4;.;.;.;.;
Tyresö skola;83020784;Tyresö;0138;Kommunal;Tyresö kommun;2120000092;89;.;87,6;12,4;81;2,5;82,7;14,8;91;11,0;75,8;13,2;.;.;.;.;
Byängsskolan;65839656;Täby;0160;Enskild;Byängsskolan AB;5567563316;75;5,3;82,7;12,0;77;1,3;77,9;20,8;74;14,9;81,1;4,1;.;.;.;.;
Futuraskolan International Bergtorp;24142153;Täby;0160;Enskild;Futuraskolan AB;5566095047;122;1,6;73,8;24,6;125;.;78,4;21,6;124;12,1;75,0;12,9;.;.;.;.;
Helleborusskolan Täby AB;45984740;Täby;0160;Enskild;Helleborusskolan Täby AB;5567508386;43;.;74,4;25,6;46;.;43,5;56,5;45;4,4;86,7;8,9;.;.;.;.;
Hägerneholmsskolan;41181908;Täby;0160;Kommunal;Täby kommun;2120000118;44;.;70,5;29,5;46;.;89,1;10,9;46;2,2;95,7;2,2;.;.;.;.;
Internationella Engelska Skolan Täby;12332278;Täby;0160;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;198;8,1;54,0;37,9;203;.;83,3;16,7;205;2,9;82,0;15,1;.;.;.;.;
Kunskapsskolan Täby;25309669;Täby;0160;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;79;.;77,2;22,8;79;.;88,6;11,4;78;.;80,8;19,2;.;.;.;.;
Noblaskolan Täby;23312767;Täby;0160;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;48;22,9;66,7;10,4;46;4,3;80,4;15,2;49;2,0;79,6;18,4;.;.;.;.;
Näsbydalskolan;22807677;Täby;0160;Kommunal;Täby kommun;2120000118;92;3,3;87,0;9,8;96;5,2;87,5;7,3;100;9,0;82,0;9,0;.;.;.;.;
Näsbyparksskolan;96330648;Täby;0160;Kommunal;Täby kommun;2120000118;92;4,3;71,7;23,9;104;.;77,9;22,1;105;1,9;84,8;13,3;.;.;.;.;
Skarpängsskolan;83454509;Täby;0160;Kommunal;Täby kommun;2120000118;157;1,3;64,3;34,4;159;4,4;79,2;16,4;161;3,1;87,6;9,3;.;.;.;.;
Skolhagenskolan;69088221;Täby;0160;Kommunal;Täby kommun;2120000118;137;2,2;62,8;35,0;130;2,3;58,5;39,2;136;5,9;75,7;18,4;.;.;.;.;
Spirande lärande i Täby AB;89424201;Täby;0160;Enskild;Spirande lärande i Täby AB;5565917993;29;.;93,1;6,9;28;.;75,0;25,0;28;3,6;82,1;14,3;.;.;.;.;
Täby Friskola-Enhagen;32231541;Täby;0160;Enskild;Täby Friskola Aktiebolag;5565998860;95;.;82,1;17,9;94;5,3;83,0;11,7;95;4,2;86,3;9,5;.;.;.;.;
Vallatorpsskolan;57206066;Täby;0160;Kommunal;Täby kommun;2120000118;22;.;45,5;54,5;23;.;82,6;17,4;24;.;91,7;8,3;.;.;.;.;
Töreboda Centralskola;94707451;Töreboda;1473;Kommunal;Töreboda kommun;2120001678;78;6,4;66,7;26,9;84;4,8;79,8;15,5;86;17,4;76,7;5,8;.;.;.;.;
Fridaskolan, Uddevalla;27489448;Uddevalla;1485;Enskild;Fridaskolorna AB;5564515988;68;4,4;60,3;35,3;73;9,6;68,5;21,9;73;9,6;90,4;.;.;.;.;.;
Linnéaskolan;92086024;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;71;12,7;62,0;25,4;77;5,2;81,8;13,0;77;29,9;66,2;3,9;.;.;.;.;
Norgårdenskolan 7-9;10405686;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;127;2,4;57,5;40,2;135;9,6;63,7;26,7;134;6,0;86,6;7,5;.;.;.;.;
Ramnerödsskolan;83416307;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;37;.;59,5;40,5;75;1,3;74,7;24,0;76;11,8;76,3;11,8;26;.;57,7;42,3;
Sommarhemsskolan 7-9;45535775;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;120;0,8;55,0;44,2;137;6,6;67,9;25,5;134;6,7;64,9;28,4;15;6,7;53,3;40,0;
Stenbackeskolan;77005811;Uddevalla;1485;Enskild;Stiftelsen Uddevalla Kristna Skola;8585011904;16;.;81,3;18,8;16;.;75,0;25,0;.;.;.;.;.;.;.;.;
Västerskolan 7-9;62222568;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;75;9,3;45,3;45,3;97;1,0;79,4;19,6;99;8,1;80,8;11,1;22;9,1;31,8;59,1;
Stenbocksskolan;39517088;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;167;7,8;51,5;40,7;192;7,3;73,4;19,3;194;12,4;72,2;15,5;21;9,5;42,9;47,6;
Ätradalsskolan;28080863;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;60;20,0;50,0;30,0;61;4,9;78,7;16,4;64;10,9;78,1;10,9;.;.;.;.;
Bräntbergsskolan;51175885;Umeå;2480;Kommunal;Umeå kommun;2120002627;20;5,0;70,0;25,0;22;27,3;68,2;4,5;24;.;75,0;25,0;.;.;.;.;
Carlslundsskolan 7-9;61410067;Umeå;2480;Kommunal;Umeå kommun;2120002627;100;12,0;67,0;21,0;106;0,9;77,4;21,7;106;23,6;72,6;3,8;.;.;.;.;
Ersängsskolan 7-9;96783420;Umeå;2480;Kommunal;Umeå kommun;2120002627;24;4,2;70,8;25,0;43;.;65,1;34,9;46;.;93,5;6,5;19;21,1;73,7;5,3;
Grubbeskolan 7-9;75714469;Umeå;2480;Kommunal;Umeå kommun;2120002627;162;1,9;63,0;35,2;159;.;66,0;34,0;154;8,4;84,4;7,1;.;.;.;.;
Hagaskolan F-9;84622889;Umeå;2480;Kommunal;Umeå kommun;2120002627;96;5,2;70,8;24,0;98;2,0;79,6;18,4;96;19,8;79,2;1,0;.;.;.;.;
Hörnefors Centralskola F-9;61483058;Umeå;2480;Kommunal;Umeå kommun;2120002627;47;.;91,5;8,5;48;2,1;58,3;39,6;47;2,1;95,7;2,1;.;.;.;.;
Internationella Engelska Skolan Umeå;53993567;Umeå;2480;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;48;10,4;72,9;16,7;55;.;98,2;1,8;53;9,4;84,9;5,7;.;.;.;.;
Linneaskolan;39117429;Umeå;2480;Kommunal;Umeå kommun;2120002627;45;4,4;60,0;35,6;46;.;32,6;67,4;42;4,8;83,3;11,9;.;.;.;.;
Maja Beskowskolan;84461484;Umeå;2480;Kommunal;Umeå kommun;2120002627;153;7,8;58,2;34,0;153;5,9;65,4;28,8;158;25,9;62,0;12,0;.;.;.;.;
Minervaskolan;75713343;Umeå;2480;Enskild;Minervaskolan i Umeå AB;5565735049;91;3,3;85,7;11,0;89;.;95,5;4,5;91;2,2;95,6;2,2;.;.;.;.;
Obbola skola;96298476;Umeå;2480;Kommunal;Umeå kommun;2120002627;35;5,7;40,0;54,3;32;3,1;71,9;25,0;35;37,1;57,1;5,7;.;.;.;.;
Prolympia, Umeå;28958120;Umeå;2480;Enskild;Ulno AB;5566577705;75;13,3;57,3;29,3;75;1,3;89,3;9,3;76;17,1;78,9;3,9;.;.;.;.;
Språkskolan;55815397;Umeå;2480;Enskild;Språkskolan i Umeå Ek. För.;7696004535;18;5,6;61,1;33,3;18;.;88,9;11,1;20;20,0;80,0;.;.;.;.;.;
Storsjöskolan 2;10954341;Umeå;2480;Kommunal;Umeå kommun;2120002627;77;7,8;55,8;36,4;77;2,6;79,2;18,2;78;16,7;78,2;5,1;.;.;.;.;
Sävar skola 7-9;67931687;Umeå;2480;Kommunal;Umeå kommun;2120002627;100;12,0;74,0;14,0;97;2,1;84,5;13,4;98;25,5;66,3;8,2;.;.;.;.;
Södra Ålidhemsskolan 6-9;42752416;Umeå;2480;Kommunal;Umeå kommun;2120002627;44;.;65,9;34,1;62;3,2;87,1;9,7;63;3,2;96,8;.;18;.;100,0;.;
Tegs centralskola;49975985;Umeå;2480;Kommunal;Umeå kommun;2120002627;114;4,4;64,9;30,7;114;1,8;86,8;11,4;112;24,1;72,3;3,6;.;.;.;.;
Umeå Waldorfskola, gr;16183719;Umeå;2480;Enskild;Stiftelsen Umeå Waldorfskola R Karlsson Mfl;8940012076;22;.;86,4;13,6;21;.;71,4;28,6;23;34,8;65,2;.;.;.;.;.;
Västangårds skola F-9;79372311;Umeå;2480;Kommunal;Umeå kommun;2120002627;38;5,3;94,7;.;38;.;81,6;18,4;38;34,2;65,8;.;.;.;.;.;
Engelska skolan Upplands Väsby;80509560;Upplands Väsby;0114;Enskild;Stiftelsen Språkskolan i Upplands Väsby;8160005966;17;.;88,2;11,8;21;.;42,9;57,1;20;5,0;80,0;15,0;.;.;.;.;
Grimstaskolan;44227469;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;105;23,8;63,8;12,4;105;7,6;70,5;21,9;109;.;10,1;89,9;.;.;.;.;
Internationella Engelska Skolan Upplands Väsby;24402537;Upplands Väsby;0114;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;44;4,5;40,9;54,5;60;.;98,3;1,7;56;14,3;67,9;17,9;.;.;.;.;
Runby skola;77624936;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;70;24,3;71,4;4,3;79;.;75,9;24,1;80;22,5;72,5;5,0;.;.;.;.;
Sandbergska skolan Upplands Väsby;97762139;Upplands Väsby;0114;Enskild;Skolalliansen i Sverige AB;5567497051;25;12,0;60,0;28,0;24;.;70,8;29,2;26;.;84,6;15,4;.;.;.;.;
Södervikskolan AB;49021135;Upplands Väsby;0114;Enskild;Södervikskolan AB;5567220347;114;.;60,5;39,5;116;0,9;46,6;52,6;115;4,3;87,8;7,8;.;.;.;.;
Vittra Väsby;24374886;Upplands Väsby;0114;Enskild;Vittraskolorna AB;5564586716;.;.;.;.;24;8,3;50,0;41,7;24;16,7;75,0;8,3;22;.;31,8;68,2;
Väsby skola;31018677;Upplands Väsby;0114;Kommunal;Upplands Väsby kommun;2120000019;31;12,9;80,6;6,5;49;.;77,6;22,4;50;16,0;76,0;8,0;.;.;.;.;
Broskolan;16983719;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;68;.;83,8;16,2;99;.;80,8;19,2;98;3,1;94,9;2,0;34;.;85,3;14,7;
Ekhammarskolan;92284588;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;112;0,9;75,0;24,1;118;7,6;66,9;25,4;125;8,8;81,6;9,6;.;.;.;.;
Hagnässkolan;16969143;Upplands-Bro;0139;Kommunal;Upplands-Bro kommun;2120000100;72;16,7;66,7;16,7;80;7,5;62,5;30,0;79;15,2;75,9;8,9;.;.;.;.;
JENSEN grundskola Bro-Mälarstrand;89851619;Upplands-Bro;0139;Enskild;Jensen Education College AB;5566358759;53;.;69,8;30,2;51;.;90,2;9,8;53;1,9;90,6;7,5;.;.;.;.;
Källskolan 6-9;85796724;Upplands-Bro;0139;Enskild;Föreningen för Kristen Skola i Upplands-Bro;8132004659;19;.;47,4;52,6;21;.;57,1;42,9;21;9,5;61,9;28,6;.;.;.;.;
Almunge skola;99056007;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;67;6,0;55,2;38,8;61;.;73,8;26,2;66;28,8;69,7;1,5;.;.;.;.;
Ansgarskolorna Kyrkskolan 7-9;35561766;Uppsala;0380;Enskild;Ansgarskolorna AB;5565835146;57;14,0;70,2;15,8;63;4,8;76,2;19,0;67;14,9;74,6;10,4;.;.;.;.;
Björkvallsskolan;89112467;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;82;2,4;58,5;39,0;87;1,1;66,7;32,2;86;1,2;79,1;19,8;.;.;.;.;
Gluntens Montessoriskola;57484572;Uppsala;0380;Enskild;Gluntens Montessoriskola AB;5592659667;42;2,4;83,3;14,3;47;2,1;70,2;27,7;46;4,3;89,1;6,5;.;.;.;.;
Gottsundaskolan;93042073;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;103;3,9;65,0;31,1;130;.;78,5;21,5;135;20,0;73,3;6,7;30;6,7;86,7;6,7;
Gränbyskolan;60782519;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;73;1,4;68,5;30,1;75;6,7;80,0;13,3;105;16,2;63,8;20,0;32;9,4;59,4;31,3;
Gåvsta skola;12275851;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;50;4,0;38,0;58,0;53;.;49,1;50,9;55;5,5;85,5;9,1;.;.;.;.;
