Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Uppsala Musikklasser;89387408;Uppsala;0380;Enskild;Stiftelsen Uppsala Musikklasser;8176054917;78;5,1;61,5;33,3;85;2,4;77,6;20,0;80;17,5;80,0;2,5;.;.;.;.;
Uppsala waldorfskola;69405762;Uppsala;0380;Enskild;Stiftelsen Uppsala Waldorfskola;8176031154;17;.;52,9;47,1;16;.;56,3;43,8;17;11,8;41,2;47,1;.;.;.;.;
Vaksalaskolan;28006480;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;43;2,3;62,8;34,9;54;.;87,0;13,0;53;3,8;94,3;1,9;.;.;.;.;
Valsätraskolan;56446888;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;97;13,4;69,1;17,5;110;1,8;81,8;16,4;110;41,8;56,4;1,8;.;.;.;.;
von Bahrs skola;17250578;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;42;7,1;66,7;26,2;57;.;63,2;36,8;58;29,3;62,1;8,6;.;.;.;.;
Västra Stenhagenskolan;48134074;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;69;1,4;78,3;20,3;79;2,5;60,8;36,7;76;15,8;77,6;6,6;.;.;.;.;
Ärentunaskolan;64800741;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;145;6,2;64,8;29,0;150;2,7;89,3;8,0;145;6,2;88,3;5,5;.;.;.;.;
Åsedaskolan 7-9;75658239;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;32;3,1;68,8;28,1;56;.;85,7;14,3;56;8,9;83,9;7,1;24;12,5;58,3;29,2;
Älghultskolan;73077490;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;38;5,3;76,3;18,4;43;4,7;93,0;2,3;43;7,0;81,4;11,6;.;.;.;.;
Petrus Magni skola;21550555;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;60;8,3;53,3;38,3;64;1,6;84,4;14,1;62;17,7;74,2;8,1;.;.;.;.;
Fågelforsskolan 7-9;38944084;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;73;4,1;80,8;15,1;90;3,3;88,9;7,8;88;11,4;83,0;5,7;18;5,6;88,9;5,6;
Hjortsjöskolan 7-9;95197505;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;82;9,8;78,0;12,2;102;4,9;78,4;16,7;99;7,1;90,9;2,0;15;13,3;80,0;6,7;
Vammarskolan 4-9;53620708;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;72;12,5;73,6;13,9;75;.;76,0;24,0;73;6,8;82,2;11,0;.;.;.;.;
Aktiviaskolan;48184058;Vallentuna;0115;Enskild;Aktivia AB;5567812069;.;.;.;.;16;.;100,0;.;16;6,3;93,8;.;.;.;.;.;
Bällstabergsskolan;52293921;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;23;8,7;73,9;17,4;25;.;80,0;20,0;25;40,0;60,0;.;.;.;.;.;
Hagaskolan;84520303;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;60;6,7;70,0;23,3;71;.;76,1;23,9;72;5,6;75,0;19,4;.;.;.;.;
Karlslundsskolan;11193969;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;28;3,6;67,9;28,6;25;4,0;60,0;36,0;27;22,2;74,1;3,7;.;.;.;.;
Lovisedalsskolan;29278599;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;64;6,3;62,5;31,3;71;7,0;69,0;23,9;69;30,4;66,7;2,9;.;.;.;.;
Rosendalsskolan;63742407;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;49;8,2;46,9;44,9;52;1,9;88,5;9,6;53;18,9;73,6;7,5;.;.;.;.;
Vallentuna Friskola;72378947;Vallentuna;0115;Enskild;Vallentuna Friskola AB;5565736187;64;7,8;60,9;31,3;65;.;80,0;20,0;70;24,3;67,1;8,6;.;.;.;.;
Vittra Vallentuna;46206050;Vallentuna;0115;Enskild;Vittraskolorna AB;5564586716;41;.;78,0;22,0;41;.;48,8;51,2;41;22,0;78,0;.;.;.;.;.;
Smedbergsskolan 4-9;20545871;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;63;11,1;66,7;22,2;66;6,1;66,7;27,3;68;4,4;83,8;11,8;.;.;.;.;
Alléskolan;45270097;Vara;1470;Kommunal;Vara kommun;2120002924;103;3,9;43,7;52,4;107;.;63,6;36,4;106;17,0;52,8;30,2;.;.;.;.;
Nästegårdsskolan åk7-åk9;30499176;Vara;1470;Kommunal;Vara kommun;2120002924;38;5,3;42,1;52,6;46;6,5;82,6;10,9;48;33,3;62,5;4,2;.;.;.;.;
Almers skola 4-9 och fritidshem;39690579;Varberg;1383;Kommunal;Varbergs kommun;2120001249;43;2,3;53,5;44,2;43;2,3;69,8;27,9;40;12,5;80,0;7,5;.;.;.;.;
Ankarskolan 4-9;68653982;Varberg;1383;Kommunal;Varbergs kommun;2120001249;63;7,9;79,4;12,7;65;.;66,2;33,8;64;28,1;64,1;7,8;.;.;.;.;
Bosgårdsskolan 7-9;55285514;Varberg;1383;Kommunal;Varbergs kommun;2120001249;45;.;40,0;60,0;51;.;76,5;23,5;51;47,1;51,0;2,0;.;.;.;.;
Hagaskolan 4-9;26579492;Varberg;1383;Kommunal;Varbergs kommun;2120001249;34;5,9;61,8;32,4;40;.;50,0;50,0;44;34,1;63,6;2,3;.;.;.;.;
Håstensskolan 8-9;44306555;Varberg;1383;Kommunal;Varbergs kommun;2120001249;70;2,9;85,7;11,4;73;2,7;61,6;35,6;70;15,7;81,4;2,9;.;.;.;.;
Kunskapsskolan Varberg;52846430;Varberg;1383;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;72;25,0;66,7;8,3;70;.;91,4;8,6;66;12,1;75,8;12,1;.;.;.;.;
Lindbergs skola 4-9;23521056;Varberg;1383;Kommunal;Varbergs kommun;2120001249;27;.;66,7;33,3;25;.;92,0;8,0;27;7,4;81,5;11,1;.;.;.;.;
Påskbergsskolan 4-9;50675351;Varberg;1383;Kommunal;Varbergs kommun;2120001249;51;.;86,3;13,7;52;.;80,8;19,2;50;.;98,0;2,0;.;.;.;.;
Rolfstorps skola 4-9;18002855;Varberg;1383;Kommunal;Varbergs kommun;2120001249;38;5,3;57,9;36,8;37;13,5;81,1;5,4;39;20,5;66,7;12,8;.;.;.;.;
Trönninge skola 4-9;71449540;Varberg;1383;Kommunal;Varbergs kommun;2120001249;67;.;74,6;25,4;63;.;77,8;22,2;68;20,6;73,5;5,9;.;.;.;.;
Vidhögeskolan 4-9;70460569;Varberg;1383;Kommunal;Varbergs kommun;2120001249;63;4,8;82,5;12,7;61;1,6;59,0;39,3;63;34,9;60,3;4,8;.;.;.;.;
Väröbackaskolan 4-9;68613823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;45;.;84,4;15,6;49;4,1;71,4;24,5;49;.;95,9;4,1;.;.;.;.;
Kronängsskolan;48724676;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;164;12,2;61,0;26,8;154;0,6;64,9;34,4;161;16,8;71,4;11,8;.;.;.;.;
Framtidskomp. V Ingelstad sk;44979671;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;41;4,9;78,0;17,1;42;.;81,0;19,0;43;44,2;53,5;2,3;.;.;.;.;
Framtidskompassen i Vellinge;15068529;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;38;7,9;68,4;23,7;34;.;76,5;23,5;36;2,8;83,3;13,9;.;.;.;.;
Herrestorpskolan;16650439;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;34;8,8;61,8;29,4;41;.;82,9;17,1;41;22,0;73,2;4,9;.;.;.;.;
Ljungenskolan;41197162;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;60;5,0;58,3;36,7;60;6,7;83,3;10,0;63;7,9;76,2;15,9;.;.;.;.;
Sandeplanskolan;71367825;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;46;8,7;67,4;23,9;46;2,2;82,6;15,2;48;4,2;93,8;2,1;.;.;.;.;
Skanör Falsterbo Montessorisk.;46725455;Vellinge;1233;Enskild;Skanör Falsterbo Montessoriskola AB;5566270095;21;4,8;71,4;23,8;24;8,3;79,2;12,5;25;.;88,0;12,0;.;.;.;.;
Skanörs skola;46945514;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;26;.;88,5;11,5;27;.;96,3;3,7;27;18,5;81,5;.;.;.;.;.;
Stora Hammars skola;24181728;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;42;.;71,4;28,6;41;4,9;82,9;12,2;41;12,2;78,0;9,8;.;.;.;.;
Södervångskolan;28023150;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;60;10,0;68,3;21,7;56;10,7;75,0;14,3;56;16,1;78,6;5,4;.;.;.;.;
Tångvallaskolan;58994715;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;44;4,5;61,4;34,1;42;2,4;54,8;42,9;43;11,6;86,0;2,3;.;.;.;.;
Ängdalaskolan;11885832;Vellinge;1233;Enskild;Ängdala Skolor AB;5565279931;59;1,7;83,1;15,3;58;.;72,4;27,6;58;1,7;69,0;29,3;.;.;.;.;
Landsbro skola 7-9;69564434;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;64;12,5;62,5;25,0;84;3,6;77,4;19,0;80;17,5;71,3;11,3;.;.;.;.;
Withalaskolan 1;98508777;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;101;6,9;63,4;29,7;132;7,6;72,0;20,5;128;30,5;68,0;1,6;28;7,1;67,9;25,0;
Withalaskolan 2;37915996;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;44;.;79,5;20,5;61;11,5;83,6;4,9;61;6,6;83,6;9,8;19;10,5;78,9;10,5;
Hembergsskolan 7-9;59758107;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;55;7,3;67,3;25,5;60;1,7;68,3;30,0;59;16,9;71,2;11,9;.;.;.;.;
Astrid Lindgrens skola 7-9;92620495;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;50;6,0;74,0;20,0;55;.;43,6;56,4;57;17,5;61,4;21,1;.;.;.;.;
Vimarskolan 7-9;39345593;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;84;15,5;63,1;21,4;91;3,3;79,1;17,6;89;1,1;96,6;2,2;.;.;.;.;
Renforsskolan;74352559;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;59;5,1;47,5;47,5;54;.;53,7;46,3;62;17,7;62,9;19,4;.;.;.;.;
Slottsskolan 7-9;52426554;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;49;8,2;42,9;49,0;72;.;75,0;25,0;69;5,8;58,0;36,2;23;4,3;52,2;43,5;
Gullhögskolan;84179524;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;97;7,2;43,3;49,5;115;.;67,0;33,0;117;7,7;76,9;15,4;.;.;.;.;
Dalboskolan;93140467;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;53;7,5;45,3;47,2;55;1,8;78,2;20,0;49;26,5;51,0;22,4;.;.;.;.;
Fridaskolan, Vänersborg;10982633;Vänersborg;1487;Enskild;Fridaskolorna AB;5564515988;66;10,6;75,8;13,6;66;3,0;62,1;34,8;67;7,5;76,1;16,4;.;.;.;.;
Silvertärnan Väster;77794757;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;43;2,3;90,7;7,0;49;2,0;53,1;44,9;50;22,0;70,0;8,0;.;.;.;.;
Silvertärnan Öster;32017880;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;62;4,8;56,5;38,7;65;.;81,5;18,5;80;16,3;70,0;13,8;.;.;.;.;
Torpaskolan Norr;58654483;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;86;3,5;59,3;37,2;103;3,9;57,3;38,8;108;10,2;67,6;22,2;19;.;57,9;42,1;
Vänerparkens skola;59193729;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;54;9,3;72,2;18,5;70;.;84,3;15,7;67;16,4;79,1;4,5;.;.;.;.;
Hammarskolan AB;94348319;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;47;6,4;55,3;38,3;51;.;66,7;33,3;48;18,8;70,8;10,4;.;.;.;.;
Hammarskolan CD;90298777;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;27;3,7;59,3;37,0;26;.;46,2;53,8;24;4,2;79,2;16,7;.;.;.;.;
Brunns skola;42434583;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;52;13,5;50,0;36,5;59;.;71,2;28,8;57;12,3;66,7;21,1;.;.;.;.;
Djurö skola;18053776;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;29;6,9;58,6;34,5;29;3,4;89,7;6,9;30;20,0;56,7;23,3;.;.;.;.;
Hemmestaskolan;24561769;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;108;12,0;78,7;9,3;120;8,3;80,8;10,8;120;7,5;73,3;19,2;.;.;.;.;
Kvarnbergsskolan;97402564;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;126;0,8;84,9;14,3;134;0,7;89,6;9,7;134;14,2;75,4;10,4;.;.;.;.;
Lemshagastiftelsen;11364996;Värmdö;0120;Enskild;Lemshagastiftelsen;8024007075;45;15,6;73,3;11,1;49;2,0;73,5;24,5;48;12,5;83,3;4,2;.;.;.;.;
Ösbyskolan;88283203;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;73;6,8;53,4;39,7;77;.;58,4;41,6;81;6,2;69,1;24,7;.;.;.;.;
Apladalsskolan;40576389;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;76;10,5;61,8;27,6;118;.;89,8;10,2;115;28,7;67,8;3,5;36;11,1;72,2;16,7;
Bors skola;68702432;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;43;4,7;67,4;27,9;52;.;67,3;32,7;51;9,8;88,2;2,0;.;.;.;.;
Forshedaskolan;23192281;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;58;17,2;67,2;15,5;66;6,1;80,3;13,6;67;17,9;76,1;6,0;.;.;.;.;
Gröndalsskolan;41729877;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;97;10,3;58,8;30,9;133;1,5;82,7;15,8;130;13,1;81,5;5,4;39;2,6;28,2;69,2;
Alphaskolan;25749057;Västervik;0883;Enskild;Kunskapsnavet AB;5565121570;50;6,0;68,0;26,0;50;2,0;86,0;12,0;50;14,0;74,0;12,0;.;.;.;.;
Ankarsrums skola 7-9;72904597;Västervik;0883;Kommunal;Västerviks kommun;2120000779;36;5,6;47,2;47,2;40;.;37,5;62,5;44;9,1;70,5;20,5;.;.;.;.;
Ellen Keyskolan;27459423;Västervik;0883;Kommunal;Västerviks kommun;2120000779;120;10,0;67,5;22,5;121;.;68,6;31,4;117;26,5;66,7;6,8;.;.;.;.;
Ludvigsborgsskolan;16547623;Västervik;0883;Kommunal;Västerviks kommun;2120000779;69;20,3;55,1;24,6;77;7,8;77,9;14,3;79;21,5;75,9;2,5;.;.;.;.;
Östra Ringskolan;18058977;Västervik;0883;Kommunal;Västerviks kommun;2120000779;60;6,7;60,0;33,3;61;3,3;77,0;19,7;64;7,8;81,3;10,9;.;.;.;.;
Centuriaskolan;83896681;Västerås;1980;Enskild;021 Skol AB;5568373228;40;37,5;57,5;5,0;39;.;48,7;51,3;38;21,1;76,3;2,6;.;.;.;.;
Entréskolan Västerås;77743622;Västerås;1980;Enskild;AmiSgo AB;5568148117;33;.;66,7;33,3;32;.;78,1;21,9;33;6,1;75,8;18,2;.;.;.;.;
Fryxellska skolan;73093445;Västerås;1980;Enskild;Stiftelsen Fryx;8780016211;133;3,8;60,2;36,1;131;0,8;58,0;41,2;127;6,3;84,3;9,4;.;.;.;.;
Grundskolan Äventyret;57243353;Västerås;1980;Enskild;Stiftelsen Äventyret;8024262159;16;.;93,8;6,3;15;.;20,0;80,0;15;.;100,0;.;.;.;.;.;
Internationella Engelska Skolan Västerås;46042136;Västerås;1980;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;100;16,0;65,0;19,0;119;.;63,9;36,1;119;18,5;61,3;20,2;15;.;53,3;46,7;
Irstaskolan;61002601;Västerås;1980;Kommunal;Västerås kommun;2120002080;92;3,3;63,0;33,7;98;2,0;59,2;38,8;93;9,7;78,5;11,8;.;.;.;.;
JENSEN grundskola Västerås;44284183;Västerås;1980;Enskild;Jensen Education College AB;5566358759;86;1,2;66,3;32,6;86;16,3;73,3;10,5;82;7,3;80,5;12,2;.;.;.;.;
Kristiansborgsskolan;65736810;Västerås;1980;Kommunal;Västerås kommun;2120002080;86;5,8;48,8;45,3;104;.;70,2;29,8;118;10,2;82,2;7,6;29;3,4;34,5;62,1;
Kunskapsskolan Västerås;30576881;Västerås;1980;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;110;18,2;73,6;8,2;111;1,8;86,5;11,7;113;15,9;73,5;10,6;.;.;.;.;
Noblaskolan Hagaberg;30313010;Västerås;1980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;26;.;96,2;3,8;26;.;92,3;7,7;26;3,8;96,2;.;.;.;.;.;
Noblaskolan Hemdal;80009811;Västerås;1980;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;40;.;70,0;30,0;37;.;64,9;35,1;43;.;79,1;20,9;.;.;.;.;
Nybyggeskolan;69664897;Västerås;1980;Kommunal;Västerås kommun;2120002080;107;1,9;34,6;63,6;149;4,0;66,4;29,5;155;11,0;81,3;7,7;40;2,5;60,0;37,5;
Persboskolan;10453232;Västerås;1980;Kommunal;Västerås kommun;2120002080;28;.;7,1;92,9;27;3,7;66,7;29,6;30;3,3;76,7;20,0;.;.;.;.;
Pettersbergsskolan;66142210;Västerås;1980;Kommunal;Västerås kommun;2120002080;28;14,3;46,4;39,3;49;4,1;89,8;6,1;42;19,0;73,8;7,1;23;4,3;73,9;21,7;
Pilträdsskolan;81265119;Västerås;1980;Enskild;Stiftelsen Källan;8780019090;.;.;.;.;20;.;65,0;35,0;21;.;100,0;.;16;12,5;68,8;18,8;
Rönnbyskolan;99408329;Västerås;1980;Kommunal;Västerås kommun;2120002080;48;4,2;60,4;35,4;43;4,7;62,8;32,6;49;20,4;79,6;.;.;.;.;.;
Skiljeboskolan;77449846;Västerås;1980;Kommunal;Västerås kommun;2120002080;71;1,4;66,2;32,4;102;.;56,9;43,1;102;3,9;87,3;8,8;25;4,0;60,0;36,0;
Skälbyskolan;50095535;Västerås;1980;Enskild;CK Utbildning AB;5569081150;28;14,3;46,4;39,3;36;.;30,6;69,4;40;40,0;55,0;5,0;.;.;.;.;
Tillbergaskolan;33439128;Västerås;1980;Kommunal;Västerås kommun;2120002080;92;10,9;51,1;38,0;96;1,0;65,6;33,3;93;20,4;75,3;4,3;.;.;.;.;
Viksängsskolan;35110948;Västerås;1980;Kommunal;Västerås kommun;2120002080;168;0,6;67,3;32,1;195;.;92,3;7,7;187;15,0;72,2;12,8;21;.;23,8;76,2;
Önstaskolan;84998800;Västerås;1980;Kommunal;Västerås kommun;2120002080;128;7,0;47,7;45,3;152;2,0;66,4;31,6;157;14,6;70,7;14,6;26;.;73,1;26,9;
Braås skola 4-9;86616046;Växjö;0780;Kommunal;Växjö kommun;2120000662;27;11,1;55,6;33,3;44;.;97,7;2,3;38;10,5;86,8;2,6;.;.;.;.;
Elin Wägnerskolan 1;49233138;Växjö;0780;Kommunal;Växjö kommun;2120000662;25;8,0;68,0;24,0;39;.;66,7;33,3;45;11,1;82,2;6,7;20;5,0;80,0;15,0;
Elin Wägnerskolan 2;17024808;Växjö;0780;Kommunal;Växjö kommun;2120000662;41;4,9;51,2;43,9;51;.;88,2;11,8;60;13,3;83,3;3,3;.;.;.;.;
Fagrabäckskolan;29751275;Växjö;0780;Kommunal;Växjö kommun;2120000662;83;7,2;72,3;20,5;114;.;55,3;44,7;116;3,4;81,0;15,5;16;12,5;81,3;6,3;
Hagavikskolans natur- och teknikinriktning;81662991;Växjö;0780;Kommunal;Växjö kommun;2120000662;41;7,3;61,0;31,7;46;.;87,0;13,0;45;35,6;62,2;2,2;.;.;.;.;
Kronoberg Skola;44785862;Växjö;0780;Enskild;Nordic International School AB;5566102033;95;8,4;60,0;31,6;102;.;93,1;6,9;94;24,5;75,5;.;.;.;.;.;
Lammhults skola 4-9;10428911;Växjö;0780;Kommunal;Växjö kommun;2120000662;23;.;78,3;21,7;27;.;63,0;37,0;26;11,5;57,7;30,8;.;.;.;.;
Norregårdskolan;12286029;Växjö;0780;Kommunal;Växjö kommun;2120000662;180;7,8;69,4;22,8;190;3,7;89,5;6,8;186;25,8;64,5;9,7;15;33,3;66,7;.;
Pär Lagerkvistskolan 7-9;18116804;Växjö;0780;Kommunal;Växjö kommun;2120000662;130;1,5;50,8;47,7;142;1,4;69,0;29,6;137;14,6;69,3;16,1;.;.;.;.;
Ringsbergskolan;65161034;Växjö;0780;Kommunal;Växjö kommun;2120000662;21;14,3;66,7;19,0;21;4,8;85,7;9,5;21;23,8;71,4;4,8;.;.;.;.;
Teleborg Centrum;72833305;Växjö;0780;Kommunal;Växjö kommun;2120000662;86;14,0;57,0;29,1;100;3,0;78,0;19,0;102;21,6;72,5;5,9;.;.;.;.;
Thoren Framtid i Växjö;69600902;Växjö;0780;Enskild;Thoren Framtid AB;5567497051;109;10,1;44,0;45,9;118;11,9;72,0;16,1;116;20,7;73,3;6,0;.;.;.;.;
Växjö Internationella Grundskola 7-9;20002379;Växjö;0780;Enskild;Lacko Internationella Grundskola AB;5568111123;17;11,8;64,7;23,5;25;.;64,0;36,0;25;.;96,0;4,0;.;.;.;.;
Ydreskolan 2;61662490;Ydre;0512;Kommunal;Ydre kommun;2120000381;42;2,4;69,0;28,6;42;7,1;71,4;21,4;42;.;97,6;2,4;.;.;.;.;
Kunskapsskolan Ystad;58980145;Ystad;1286;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;89;4,5;65,2;30,3;101;.;75,2;24,8;86;12,8;83,7;3,5;.;.;.;.;
Norreportskolan;89680009;Ystad;1286;Kommunal;Ystad kommun;2120001181;146;6,8;81,5;11,6;156;0,6;66,0;33,3;163;3,7;78,5;17,8;.;.;.;.;
Västerportskolan;54436997;Ystad;1286;Kommunal;Ystad kommun;2120001181;124;4,8;57,3;37,9;130;.;84,6;15,4;131;22,9;61,8;15,3;.;.;.;.;
Kristinebergskolan;36724390;Åmål;1492;Kommunal;Åmåls kommun;2120001587;102;4,9;73,5;21,6;137;1,5;77,4;21,2;133;8,3;65,4;26,3;30;10,0;60,0;30,0;
Fränstaskolan;17514337;Ånge;2260;Kommunal;Ånge kommun;2120002387;40;5,0;42,5;52,5;48;.;62,5;37,5;47;14,9;61,7;23,4;.;.;.;.;
Minervaskolan;43954518;Ånge;2260;Kommunal;Ånge kommun;2120002387;39;2,6;59,0;38,5;37;8,1;45,9;45,9;43;2,3;95,3;2,3;.;.;.;.;
Duveds skola F-9;53536862;Åre;2321;Kommunal;Åre kommun;2120002494;53;3,8;77,4;18,9;55;3,6;78,2;18,2;49;46,9;53,1;.;.;.;.;.;
Mörsil F-9;50126333;Åre;2321;Kommunal;Åre kommun;2120002494;50;6,0;54,0;40,0;48;4,2;75,0;20,8;51;2,0;78,4;19,6;.;.;.;.;
Nordmarkens skola H;55304171;Årjäng;1765;Kommunal;Årjängs kommun;2120001835;87;12,6;57,5;29,9;100;.;62,0;38,0;99;3,0;88,9;8,1;.;.;.;.;
Åsele Centralskola åk 1 - 9;43833784;Åsele;2463;Kommunal;Åsele kommun;2120002791;22;9,1;81,8;9,1;26;7,7;84,6;7,7;25;20,0;68,0;12,0;.;.;.;.;
Björnekullaskolan;97128428;Åstorp;1277;Kommunal;Åstorps kommun;2120000936;118;10,2;72,9;16,9;147;.;78,2;21,8;143;20,3;78,3;1,4;20;5,0;80,0;15,0;
Hyllinge skola;11662899;Åstorp;1277;Kommunal;Åstorps kommun;2120000936;43;16,3;60,5;23,3;53;1,9;83,0;15,1;54;29,6;59,3;11,1;.;.;.;.;
Alléskolan  7-9;56528690;Åtvidaberg;0561;Kommunal;Åtvidabergs kommun;2120000415;89;12,4;61,8;25,8;103;2,9;92,2;4,9;100;5,0;93,0;2,0;.;.;.;.;
Linnéskolan 1;53191534;Älmhult;0765;Kommunal;Älmhults kommun;2120000647;53;1,9;47,2;50,9;74;1,4;68,9;29,7;67;22,4;71,6;6,0;18;5,6;44,4;50,0;
Linnéskolan 2;66184918;Älmhult;0765;Kommunal;Älmhults kommun;2120000647;69;4,3;66,7;29,0;90;1,1;65,6;33,3;85;21,2;77,6;1,2;21;.;81,0;19,0;
Älvdalsskolan;88747700;Älvdalen;2039;Kommunal;Älvdalens kommun;2120002197;52;5,8;59,6;34,6;56;.;75,0;25,0;55;1,8;83,6;14,5;.;.;.;.;
Rotskärsskolan 7-9;96982474;Älvkarleby;0319;Kommunal;Älvkarleby kommun;2120000258;71;15,5;67,6;16,9;73;4,1;71,2;24,7;69;44,9;46,4;8,7;.;.;.;.;
Älvboda friskola;74070812;Älvkarleby;0319;Enskild;Friskolan i Skutskär Ekonomisk Förening;7696039135;23;13,0;78,3;8,7;29;.;79,3;20,7;30;13,3;76,7;10,0;.;.;.;.;
Älvåkraskolan;32970785;Älvsbyn;2560;Kommunal;Älvsbyns kommun;2120002734;58;6,9;50,0;43,1;69;.;52,2;47,8;69;10,1;79,7;10,1;.;.;.;.;
Kungsgårdsskolan SO 1;51900988;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;65;24,6;61,5;13,8;66;1,5;90,9;7,6;68;19,1;73,5;7,4;.;.;.;.;
Kungsgårdsskolan SO 2;49648821;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;82;11,0;70,7;18,3;94;1,1;95,7;3,2;89;23,6;69,7;6,7;.;.;.;.;
Magnarps skola SO 1;49455969;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;29;6,9;86,2;6,9;35;.;54,3;45,7;35;11,4;80,0;8,6;.;.;.;.;
Nyhemsskolan SO 1;49730992;Ängelholm;1292;Kommunal;Ängelholms kommun;2120000977;59;1,7;66,1;32,2;63;1,6;87,3;11,1;60;36,7;61,7;1,7;.;.;.;.;
