Statistik från Skolverket, https://www.skolverket.se

Grundskola - Relationen mellan nationella prov och slutbetyg årskurs 9, svenska/svenska som andraspråk, matematik och engelska
Valt läsår: 2022/23

Exporten visar statistik om det finns minst 15 elever i årskurs 9 med både slutbetyg och provbetyg i 
ämnena svenska, matematik eller engelska.
Om data saknas visas en prick (.) istället för utfall.

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Svenska, antal elever med provbetyg och slutbetyg;Svenska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Matematik, antal elever med provbetyg och slutbetyg;Matematik, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med lika slutbetyg jämfört med provbetyget;Matematik, andel (%) elever med högre slutbetyg jämfört med provbetyget;Engelska, antal elever med provbetyg och slutbetyg;Engelska, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med lika slutbetyg jämfört med provbetyget;Engelska, andel (%) elever med högre slutbetyg jämfört med provbetyget;Svenska som andraspråk, antal elever med provbetyg och slutbetyg;Svenska som andraspråk, andel (%) elever med lägre slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med lika slutbetyg jämfört med provbetyget;Svenska som andraspråk, andel (%) elever med högre slutbetyg jämfört med provbetyget;
Zederslundsskolan;98031467;Motala;0583;Kommunal;Motala kommun;2120002817;60;6,7;56,7;36,7;87;2,3;82,8;14,9;80;18,8;76,3;5,0;24;.;50,0;50,0;
Trollehöjdskolan;28156767;Mullsjö;0642;Kommunal;Mullsjö kommun;2120001603;82;9,8;75,6;14,6;82;2,4;76,8;20,7;86;5,8;76,7;17,4;.;.;.;.;
Kungsmarksskolan;44650086;Munkedal;1430;Kommunal;Munkedals kommun;2120001330;83;4,8;65,1;30,1;96;2,1;50,0;47,9;86;14,0;72,1;14,0;.;.;.;.;
Forsnässkolan 4-9;73206377;Munkfors;1762;Kommunal;Munkfors kommun;2120001801;32;6,3;50,0;43,8;38;.;81,6;18,4;40;7,5;85,0;7,5;.;.;.;.;
Almåsskolan;40577779;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;94;17,0;45,7;37,2;103;1,9;66,0;32,0;92;22,8;73,9;3,3;.;.;.;.;
Fässbergsskolan;72066259;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;142;4,9;54,2;40,8;145;1,4;56,6;42,1;156;17,9;60,9;21,2;.;.;.;.;
Hallenskolan;32309720;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;48;6,3;52,1;41,7;48;.;77,1;22,9;48;8,3;89,6;2,1;.;.;.;.;
Innovitaskolan Mölndal;42908622;Mölndal;1481;Enskild;AcadeMedia fria grundskolor AB;5569320699;49;6,1;71,4;22,4;40;.;65,0;35,0;43;18,6;81,4;.;.;.;.;.;
Kvarnbyskolan;67822057;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;150;8,0;70,0;22,0;154;0,6;68,8;30,5;155;20,0;74,8;5,2;.;.;.;.;
Montessoriskolan Kvarnhjulet;64490264;Mölndal;1481;Enskild;Friskolan Kvarnhjulet, ekonomisk förening;7164452166;23;.;78,3;21,7;24;.;83,3;16,7;20;10,0;90,0;.;.;.;.;.;
Sinntorpsskolan 4-9;90949251;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;68;1,5;70,6;27,9;69;.;63,8;36,2;64;15,6;73,4;10,9;.;.;.;.;
Streteredsskolan;54881559;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;53;3,8;62,3;34,0;71;.;90,1;9,9;70;8,6;82,9;8,6;.;.;.;.;
Sörgårdsskolan;53442807;Mölndal;1481;Kommunal;Mölndals kommun;2120001363;90;25,6;66,7;7,8;95;4,2;87,4;8,4;92;31,5;66,3;2,2;.;.;.;.;
Krungårdsskolan;91778864;Mönsterås;0861;Kommunal;Mönsterås kommun;2120000720;28;10,7;64,3;25,0;30;3,3;83,3;13,3;32;31,3;62,5;6,3;.;.;.;.;
Parkskolan;84285512;Mönsterås;0861;Kommunal;Mönsterås kommun;2120000720;60;21,7;58,3;20,0;73;1,4;60,3;38,4;69;7,2;85,5;7,2;.;.;.;.;
Färjestadens högstadium;40648796;Mörbylånga;0840;Kommunal;Mörbylånga kommun;2120000704;48;6,3;56,3;37,5;55;1,8;87,3;10,9;54;5,6;79,6;14,8;.;.;.;.;
Skansenskolan;36651204;Mörbylånga;0840;Kommunal;Mörbylånga kommun;2120000704;.;.;.;.;16;.;93,8;6,3;16;18,8;81,3;.;.;.;.;.;
Ölands Friskola;28562125;Mörbylånga;0840;Enskild;Friskolan Öland AB;5590250949;48;4,2;45,8;50,0;44;.;61,4;38,6;48;16,7;75,0;8,3;.;.;.;.;
Östra skolan, Mörbylånga;50029898;Mörbylånga;0840;Enskild;CIS Kalmar AB;5565896213;41;9,8;63,4;26,8;44;.;50,0;50,0;43;27,9;62,8;9,3;.;.;.;.;
Björknässkolan;75834458;Nacka;0182;Kommunal;Nacka kommun;2120000167;100;2,0;75,0;23,0;106;.;78,3;21,7;118;2,5;94,9;2,5;.;.;.;.;
Ebba Braheskolan;91067048;Nacka;0182;Enskild;Ebba Braheskolan AB;5590468624;42;11,9;76,2;11,9;43;4,7;88,4;7,0;42;26,2;71,4;2,4;.;.;.;.;
Eklidens skola;47243834;Nacka;0182;Kommunal;Nacka kommun;2120000167;282;3,9;67,4;28,7;280;3,6;85,7;10,7;280;17,9;75,0;7,1;.;.;.;.;
Idunskolan Östra Stockholms Waldorfskola;44373961;Nacka;0182;Enskild;Idunstiftelsen för Waldorfpedagogik;8024782230;.;.;.;.;16;6,3;75,0;18,8;17;17,6;58,8;23,5;.;.;.;.;
Internationella Engelska Skolan Nacka;74358019;Nacka;0182;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;151;14,6;74,8;10,6;154;0,6;92,9;6,5;147;4,8;87,8;7,5;.;.;.;.;
Kunskapsskolan Nacka;87425546;Nacka;0182;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;106;8,5;81,1;10,4;101;.;99,0;1,0;114;8,8;89,5;1,8;.;.;.;.;
Kunskapsskolan Saltsjöbaden;11496096;Nacka;0182;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;60;8,3;68,3;23,3;60;.;83,3;16,7;59;6,8;79,7;13,6;.;.;.;.;
Montessori Mondial Nacka;34135484;Nacka;0182;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;49;.;91,8;8,2;51;.;86,3;13,7;49;.;77,6;22,4;.;.;.;.;
Myrsjöskolan;84884375;Nacka;0182;Kommunal;Nacka kommun;2120000167;197;8,1;67,5;24,4;203;.;80,3;19,7;196;15,3;80,1;4,6;.;.;.;.;
Noblaskolan Saltsjö-Boo;32965692;Nacka;0182;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;134;.;88,8;11,2;139;0,7;62,6;36,7;140;7,9;89,3;2,9;.;.;.;.;
Saltsjöbadens samskola;11777750;Nacka;0182;Kommunal;Nacka kommun;2120000167;118;15,3;52,5;32,2;126;0,8;89,7;9,5;120;3,3;85,0;11,7;.;.;.;.;
Skuru skola;85321366;Nacka;0182;Kommunal;Nacka kommun;2120000167;20;5,0;90,0;5,0;30;13,3;50,0;36,7;30;33,3;60,0;6,7;.;.;.;.;
Stavsborgsskolan;14040970;Nacka;0182;Kommunal;Nacka kommun;2120000167;137;2,2;65,7;32,1;142;2,8;74,6;22,5;141;10,6;88,7;0,7;.;.;.;.;
Karlsängskolan;40684137;Nora;1884;Kommunal;Nora kommun;2120002007;91;3,3;51,6;45,1;116;.;51,7;48,3;107;15,9;72,9;11,2;.;.;.;.;
Centralskolan;22347371;Norberg;1962;Kommunal;Norbergs kommun;2120002072;41;.;48,8;51,2;48;.;60,4;39,6;48;6,3;85,4;8,3;.;.;.;.;
Bergsjö skola;11892057;Nordanstig;2132;Kommunal;Nordanstigs kommun;2120002312;53;9,4;47,2;43,4;65;.;46,2;53,8;63;1,6;68,3;30,2;.;.;.;.;
Artediskolan åk 7-9;58185455;Nordmaling;2401;Kommunal;Nordmalings kommun;2120002536;31;25,8;48,4;25,8;62;.;54,8;45,2;60;5,0;86,7;8,3;.;.;.;.;
Borgsmoskolan 1;26387738;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;21;.;66,7;33,3;39;.;35,9;64,1;36;.;91,7;8,3;.;.;.;.;
Djäkneparksskolan 1;59526276;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;96;5,2;62,5;32,3;119;0,8;38,7;60,5;117;14,5;65,8;19,7;30;30,0;40,0;30,0;
Ektorpsskolan 1;12079022;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;54;5,6;66,7;27,8;83;3,6;59,0;37,3;73;17,8;71,2;11,0;28;3,6;67,9;28,6;
Enebyskolan 1;24625357;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;44;18,2;50,0;31,8;49;.;93,9;6,1;48;10,4;68,8;20,8;.;.;.;.;
Enebyskolan 2;35609364;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;52;5,8;65,4;28,8;51;7,8;88,2;3,9;52;11,5;78,8;9,6;.;.;.;.;
Hagaskolan 1;17315625;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;60;8,3;36,7;55,0;77;.;87,0;13,0;82;12,2;79,3;8,5;22;13,6;68,2;18,2;
Hultdalsskolan;40393888;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;90;3,3;76,7;20,0;89;.;83,1;16,9;92;35,9;62,0;2,2;.;.;.;.;
JENSEN grundskola Norrköping;10435966;Norrköping;0581;Enskild;Jensen Education College AB;5566358759;59;1,7;52,5;45,8;56;.;76,8;23,2;56;7,1;78,6;14,3;.;.;.;.;
Jönsbergska Idrottsskolan Norrköping;61454000;Norrköping;0581;Enskild;Jönsbergska Idrottsskolan Norrköping AB;5566765920;52;.;57,7;42,3;52;1,9;84,6;13,5;52;7,7;51,9;40,4;.;.;.;.;
Klingsborgsskolan 2;52875693;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;31;.;83,9;16,1;104;.;74,0;26,0;104;17,3;67,3;15,4;70;.;65,7;34,3;
Kunskapsskolan Norrköping;77437748;Norrköping;0581;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;124;8,9;81,5;9,7;128;7,8;89,1;3,1;126;13,5;86,5;.;.;.;.;.;
Lärande Grundskola Södra;72526185;Norrköping;0581;Enskild;Lärande i Sverige AB;5565715892;41;14,6;70,7;14,6;48;4,2;58,3;37,5;47;14,9;74,5;10,6;.;.;.;.;
Lärande Grundskola Östra;90838156;Norrköping;0581;Enskild;Lärande i Sverige AB;5565715892;61;19,7;55,7;24,6;61;.;39,3;60,7;67;9,0;71,6;19,4;.;.;.;.;
Mosstorpsskolan 2;67224193;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;55;7,3;30,9;61,8;60;.;20,0;80,0;58;19,0;60,3;20,7;.;.;.;.;
Navestadsskolan 3;41960783;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;40;.;67,5;32,5;69;1,4;71,0;27,5;66;27,3;65,2;7,6;19;5,3;42,1;52,6;
Nordic International School Norrköping;67542970;Norrköping;0581;Enskild;Nordic International School AB;5566102033;31;.;93,5;6,5;46;.;58,7;41,3;51;37,3;62,7;.;.;.;.;.;
Prolympia, Norrköping;16013826;Norrköping;0581;Enskild;Prolympia AB;5567026454;99;9,1;62,6;28,3;106;.;78,3;21,7;102;24,5;69,6;5,9;.;.;.;.;
Råsslaskolan 1;80621158;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;77;16,9;61,0;22,1;81;2,5;76,5;21,0;78;35,9;55,1;9,0;.;.;.;.;
Sandbyhovsskolan;64558930;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;81;11,1;70,4;18,5;92;5,4;63,0;31,5;92;.;78,3;21,7;.;.;.;.;
Vikbolandsskolan 1;86323840;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;55;5,5;60,0;34,5;55;1,8;65,5;32,7;47;14,9;57,4;27,7;.;.;.;.;
Vittra Röda stan;38936292;Norrköping;0581;Enskild;Vittraskolorna AB;5564586716;22;.;77,3;22,7;26;.;100,0;.;27;.;81,5;18,5;.;.;.;.;
Ekebyholmsskolan, gr;98239828;Norrtälje;0188;Enskild;Ekebyholmsskolan Aktiebolag;5562512425;22;.;90,9;9,1;22;.;90,9;9,1;23;8,7;87,0;4,3;.;.;.;.;
Freinetskolan Hugin;89692072;Norrtälje;0188;Enskild;Freinetskolan Hugin Ekonomisk förening;7696188189;25;8,0;92,0;.;26;.;76,9;23,1;25;.;84,0;16,0;.;.;.;.;
Freinetskolan Mimer Tingshuset;57467562;Norrtälje;0188;Enskild;Freinetskolan Mimer ekonomisk förening;7696021117;24;4,2;50,0;45,8;22;.;86,4;13,6;21;.;71,4;28,6;.;.;.;.;
Hallsta skola;24146389;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;50;4,0;64,0;32,0;60;.;48,3;51,7;59;8,5;78,0;13,6;.;.;.;.;
Långsjöskolan;99749462;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;77;7,8;76,6;15,6;74;.;74,3;25,7;80;23,8;57,5;18,8;.;.;.;.;
Länna skola;72471883;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;26;23,1;42,3;34,6;28;.;96,4;3,6;26;3,8;96,2;.;.;.;.;.;
Montessoriskolan - Gustafslund;26281697;Norrtälje;0188;Enskild;Montessori i Norrtälje AB;5562855410;25;.;84,0;16,0;25;.;76,0;24,0;25;.;88,0;12,0;.;.;.;.;
Norrsundsskolan;39351914;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;15;20,0;40,0;40,0;20;.;70,0;30,0;22;13,6;63,6;22,7;.;.;.;.;
Roslagsskolan;31851256;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;172;7,6;43,0;49,4;171;.;78,9;21,1;164;31,7;61,6;6,7;.;.;.;.;
Svanbergaskolan;59975651;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;46;2,2;56,5;41,3;44;.;59,1;40,9;42;40,5;57,1;2,4;.;.;.;.;
Viby friskola;54806839;Norrtälje;0188;Enskild;Ogenholts Friskola AB;5565533873;15;.;73,3;26,7;17;.;100,0;.;15;6,7;93,3;.;.;.;.;.;
Wigulfskolan;15312030;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;30;10,0;63,3;26,7;36;.;72,2;27,8;29;3,4;96,6;.;.;.;.;.;
Norsjöskolan F-9;10421130;Norsjö;2417;Kommunal;Norsjö kommun;2120002858;45;2,2;53,3;44,4;46;.;65,2;34,8;48;2,1;89,6;8,3;.;.;.;.;
Madesjöskolan Ma02;38198417;Nybro;0881;Kommunal;Nybro kommun;2120000753;86;14,0;51,2;34,9;90;10,0;70,0;20,0;87;5,7;88,5;5,7;.;.;.;.;
Paradisskolan Pa02;79650118;Nybro;0881;Kommunal;Nybro kommun;2120000753;79;6,3;65,8;27,8;111;.;53,2;46,8;108;6,5;84,3;9,3;30;10,0;46,7;43,3;
Lillhagaskolan;99640618;Nykvarn;0140;Kommunal;Nykvarns kommun;2120002999;147;1,4;62,6;36,1;143;2,1;67,8;30,1;137;9,5;67,2;23,4;.;.;.;.;
Fokusskolan;18915192;Nyköping;0480;Enskild;Nyfo AB;5567812291;18;27,8;50,0;22,2;19;.;89,5;10,5;21;42,9;57,1;.;.;.;.;.;
Innovitaskolan Nyköping 2;90949432;Nyköping;0480;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;25;4,0;88,0;8,0;26;.;96,2;3,8;27;22,2;74,1;3,7;.;.;.;.;
Kunskapsskolan Nyköping;88046003;Nyköping;0480;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;97;8,2;75,3;16,5;102;1,0;78,4;20,6;102;23,5;66,7;9,8;.;.;.;.;
Nyköpings Enskilda Grundskola;91013126;Nyköping;0480;Enskild;Skolarum Sverige AB;5590689559;95;3,2;63,2;33,7;101;6,9;84,2;8,9;98;29,6;62,2;8,2;.;.;.;.;
Nyköpings högstadium;99757444;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;249;4,0;54,2;41,8;300;0,7;67,3;32,0;294;22,4;70,4;7,1;64;1,6;53,1;45,3;
Vittra Kungshagen;50698424;Nyköping;0480;Enskild;Vittraskolorna AB;5564586716;51;2,0;60,8;37,3;52;5,8;55,8;38,5;54;9,3;77,8;13,0;.;.;.;.;
Gröndalsskolan F-9;65717061;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;89;6,7;51,7;41,6;89;.;32,6;67,4;96;7,3;72,9;19,8;.;.;.;.;
Vanstaskolan 7-9;73184416;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;66;7,6;37,9;54,5;78;.;44,9;55,1;77;2,6;59,7;37,7;.;.;.;.;
Viaskolan F-9;34814578;Nynäshamn;0192;Kommunal;Nynäshamns kommun;2120000233;45;8,9;75,6;15,6;56;1,8;67,9;30,4;61;13,1;70,5;16,4;.;.;.;.;
Brinells högstadium;27489659;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;65;7,7;58,5;33,8;103;.;60,2;39,8;93;8,6;80,6;10,8;32;9,4;71,9;18,8;
Norråsaskolan;19118399;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;120;6,7;56,7;36,7;141;3,5;68,1;28,4;146;33,6;58,9;7,5;33;.;69,7;30,3;
Parkskolan;97882848;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;57;5,3;52,6;42,1;63;3,2;90,5;6,3;64;15,6;78,1;6,3;.;.;.;.;
Rosenholmsskolan;66394964;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;23;21,7;43,5;34,8;25;.;76,0;24,0;25;24,0;52,0;24,0;.;.;.;.;
Perslundaskolan;40000547;Ockelbo;2101;Kommunal;Ockelbo kommun;2120002288;41;4,9;68,3;26,8;41;.;63,4;36,6;41;12,2;80,5;7,3;.;.;.;.;
Högavångsskolan;53603984;Olofström;1060;Kommunal;Olofströms kommun;2120000811;94;4,3;56,4;39,4;103;1,9;56,3;41,7;110;9,1;73,6;17,3;.;.;.;.;
Orsaskolan;19694910;Orsa;2034;Kommunal;Orsa kommun;2120002189;59;5,1;79,7;15,3;73;5,5;76,7;17,8;70;1,4;68,6;30,0;.;.;.;.;
Henåns skola 7-9;76943513;Orust;1421;Kommunal;Orust kommun;2120001314;64;9,4;40,6;50,0;67;3,0;52,2;44,8;70;20,0;75,7;4,3;.;.;.;.;
Ängås skola 7-9;34557677;Orust;1421;Kommunal;Orust kommun;2120001314;53;5,7;56,6;37,7;54;1,9;61,1;37,0;53;32,1;58,5;9,4;.;.;.;.;
Hasslarödsskolan 7-9;13184976;Osby;1273;Kommunal;Osby kommun;2120000902;64;4,7;75,0;20,3;70;2,9;68,6;28,6;69;26,1;65,2;8,7;.;.;.;.;
Parkskolan 7-9;61939706;Osby;1273;Kommunal;Osby kommun;2120000902;31;9,7;71,0;19,4;40;.;97,5;2,5;37;21,6;78,4;.;.;.;.;.;
Örkenedskolan F-9;21002578;Osby;1273;Kommunal;Osby kommun;2120000902;28;3,6;75,0;21,4;33;.;81,8;18,2;33;9,1;63,6;27,3;.;.;.;.;
Kristinebergskolan F-9;38052846;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;75;24,0;65,3;10,7;93;.;87,1;12,9;85;37,6;60,0;2,4;.;.;.;.;
Rödsleskolan F-9;55569663;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;106;7,5;77,4;15,1;108;5,6;81,5;13,0;107;24,3;71,0;4,7;.;.;.;.;
Vallhallaskolan F-9;65582914;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;70;11,4;71,4;17,1;78;2,6;88,5;9,0;78;10,3;88,5;1,3;.;.;.;.;
Alftaskolan 7-9;92304123;Ovanåker;2121;Kommunal;Ovanåkers kommun;2120002304;30;.;53,3;46,7;34;2,9;88,2;8,8;36;13,9;80,6;5,6;.;.;.;.;
Celsiusskolan 7-9;43362307;Ovanåker;2121;Kommunal;Ovanåkers kommun;2120002304;72;5,6;59,7;34,7;79;1,3;54,4;44,3;80;.;91,3;8,8;.;.;.;.;
Oxelöskolan;12053461;Oxelösund;0481;Kommunal;Oxelösunds kommun;2120000324;23;.;52,2;47,8;45;2,2;60,0;37,8;43;14,0;51,2;34,9;20;.;40,0;60,0;
Ramdalsskolan;98215830;Oxelösund;0481;Kommunal;Oxelösunds kommun;2120000324;61;4,9;55,7;39,3;52;1,9;55,8;42,3;60;30,0;63,3;6,7;.;.;.;.;
Pajala Centralskola;12443258;Pajala;2521;Kommunal;Pajala kommun;2120002718;36;2,8;47,2;50,0;33;.;63,6;36,4;40;2,5;92,5;5,0;.;.;.;.;
Casa Montessori;68358072;Partille;1402;Enskild;Montessoristiftelsen i Partille;8572054610;17;47,1;29,4;23,5;19;5,3;52,6;42,1;18;11,1;83,3;5,6;.;.;.;.;
Lexby skola 6-9;51610240;Partille;1402;Kommunal;Partille kommun;2120001272;87;2,3;72,4;25,3;104;6,7;60,6;32,7;104;5,8;85,6;8,7;16;.;75,0;25,0;
Stadsparksskolan;57412559;Partille;1402;Kommunal;Partille kommun;2120001272;72;5,6;76,4;18,1;95;1,1;91,6;7,4;93;23,7;73,1;3,2;19;10,5;52,6;36,8;
Ugglums skola 5-9;78100490;Partille;1402;Kommunal;Partille kommun;2120001272;45;4,4;66,7;28,9;49;.;85,7;14,3;50;16,0;84,0;.;.;.;.;.;
Vallhamra skola 7-9;92848832;Partille;1402;Kommunal;Partille kommun;2120001272;107;14,0;61,7;24,3;116;.;84,5;15,5;117;12,0;82,9;5,1;.;.;.;.;
Öjersjö Storegård skola 5-9;19873115;Partille;1402;Kommunal;Partille kommun;2120001272;77;.;76,6;23,4;76;2,6;93,4;3,9;75;.;98,7;1,3;.;.;.;.;
Centralskolan 7-9;45023939;Perstorp;1275;Kommunal;Perstorps kommun;2120000910;57;10,5;61,4;28,1;74;4,1;67,6;28,4;73;1,4;79,5;19,2;16;.;18,8;81,3;
Christinaskolan;94591900;Piteå;2581;Kommunal;Piteå kommun;2120002759;107;6,5;71,0;22,4;113;8,0;79,6;12,4;117;21,4;76,1;2,6;.;.;.;.;
Hortlax skola;10185533;Piteå;2581;Kommunal;Piteå kommun;2120002759;83;6,0;73,5;20,5;91;3,3;76,9;19,8;90;21,1;77,8;1,1;.;.;.;.;
Pitholmsskolan 7-9;18339846;Piteå;2581;Kommunal;Piteå kommun;2120002759;71;11,3;74,6;14,1;70;.;87,1;12,9;70;11,4;84,3;4,3;.;.;.;.;
Porsnässkolan;18748381;Piteå;2581;Kommunal;Piteå kommun;2120002759;58;5,2;70,7;24,1;58;1,7;65,5;32,8;59;23,7;72,9;3,4;.;.;.;.;
Sjulnässkolan;42296356;Piteå;2581;Kommunal;Piteå kommun;2120002759;37;8,1;70,3;21,6;36;2,8;91,7;5,6;36;11,1;83,3;5,6;.;.;.;.;
Solanderskolan;69993304;Piteå;2581;Kommunal;Piteå kommun;2120002759;28;21,4;35,7;42,9;36;5,6;88,9;5,6;37;5,4;81,1;13,5;.;.;.;.;
Anders-Olofskolan;78545687;Ragunda;2303;Kommunal;Ragunda kommun;2120002452;29;10,3;82,8;6,9;33;3,0;66,7;30,3;34;5,9;88,2;5,9;.;.;.;.;
Tundalsskolan åk 7-9;74131494;Robertsfors;2409;Kommunal;Robertsfors kommun;2120002551;71;14,1;67,6;18,3;73;5,5;79,5;15,1;74;35,1;63,5;1,4;.;.;.;.;
Kallingeskolan 7-9;53155267;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;94;6,4;57,4;36,2;113;.;54,0;46,0;108;9,3;68,5;22,2;21;.;81,0;19,0;
Parkdalaskolan 7-9;10175276;Ronneby;1081;Kommunal;Ronneby kommun;2120000837;100;13,0;47,0;40,0;116;1,7;69,8;28,4;115;20,0;67,0;13,0;25;8,0;68,0;24,0;
Thoren Framtid i Ronneby;38449858;Ronneby;1081;Enskild;Thoren Framtid AB;5567497051;40;17,5;65,0;17,5;55;.;69,1;30,9;57;19,3;64,9;15,8;21;14,3;57,1;28,6;
Rättviksskolan;73451967;Rättvik;2031;Kommunal;Rättviks kommun;2120002171;83;9,6;78,3;12,0;85;.;64,7;35,3;88;9,1;77,3;13,6;.;.;.;.;
Ekebyskolan;62812509;Sala;1981;Kommunal;Sala kommun;2120002098;105;6,7;48,6;44,8;110;.;70,9;29,1;115;17,4;73,0;9,6;.;.;.;.;
Vallaskolan 7-9;62995298;Sala;1981;Kommunal;Sala kommun;2120002098;108;10,2;75,9;13,9;127;.;59,1;40,9;129;3,1;87,6;9,3;19;21,1;31,6;47,4;
Nytorpsskolan;36262199;Salem;0128;Kommunal;Salems kommun;2120002874;26;15,4;69,2;15,4;29;6,9;89,7;3,4;27;22,2;77,8;.;.;.;.;.;
Rönninge skola;71677992;Salem;0128;Kommunal;Salems kommun;2120002874;57;7,0;82,5;10,5;54;.;75,9;24,1;57;56,1;40,4;3,5;.;.;.;.;
Skogsängsskolan;58385274;Salem;0128;Kommunal;Salems kommun;2120002874;50;2,0;76,0;22,0;57;.;54,4;45,6;55;1,8;94,5;3,6;.;.;.;.;
Säbyskolan;92406445;Salem;0128;Kommunal;Salems kommun;2120002874;20;10,0;65,0;25,0;32;15,6;68,8;15,6;35;5,7;68,6;25,7;15;.;86,7;13,3;
Söderby friskola;56858061;Salem;0128;Enskild;Söderby Friskola Ekonomisk Förening;7696016117;26;3,8;88,5;7,7;26;3,8;65,4;30,8;26;3,8;96,2;.;.;.;.;.;
Björksätraskolan F-9;53803818;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;80;5,0;63,8;31,3;98;1,0;80,6;18,4;100;2,0;93,0;5,0;19;.;84,2;15,8;
Hedängskolan 7-9;23876630;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;63;3,2;77,8;19,0;67;.;73,1;26,9;65;7,7;69,2;23,1;.;.;.;.;
Murgårdsskolan;78907748;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;94;5,3;68,1;26,6;122;0,8;78,7;20,5;125;10,4;76,0;13,6;26;.;57,7;42,3;
Norrsätraskolan;80131736;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;56;7,1;78,6;14,3;88;.;68,2;31,8;89;25,8;69,7;4,5;32;.;71,9;28,1;
Sandvikens Internationella Montessoriskola;17233525;Sandviken;2181;Enskild;Sandvikens Friskola AB;5590474481;17;5,9;88,2;5,9;21;4,8;85,7;9,5;20;.;95,0;5,0;.;.;.;.;
Centralskolan;61056172;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;42;11,9;54,8;33,3;46;.;89,1;10,9;29;13,8;86,2;.;.;.;.;.;
Ekillaskolan;14261356;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;51;11,8;60,8;27,5;125;.;60,0;40,0;124;31,5;64,5;4,0;70;2,9;57,1;40,0;
Internationella Engelska Skolan Sigtuna;63592981;Sigtuna;0191;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;24;4,2;58,3;37,5;27;.;77,8;22,2;26;3,8;84,6;11,5;.;.;.;.;
Josefinaskolan, grundskola;55508705;Sigtuna;0191;Enskild;Stiftelsen Josefinaskolan;8148007258;23;.;78,3;21,7;25;.;52,0;48,0;23;.;87,0;13,0;.;.;.;.;
Sigtunaskolan hum. läroverket, gr;70883860;Sigtuna;0191;Enskild;Sigtuna Skolstiftelse;8148002879;53;.;24,5;75,5;50;14,0;86,0;.;55;20,0;76,4;3,6;.;.;.;.;
